,score,accuracy,pred_rate
0,-252,27.659574468085108,7.5200000000000005
1,-237,27.932960893854748,7.16
2,-222,28.488372093023255,6.88
3,-375,20.379146919431278,8.44
4,-270,25.274725274725274,7.28
5,-228,28.888888888888886,7.199999999999999
6,-216,29.545454545454547,7.04
7,-189,32.972972972972975,7.3999999999999995
8,-141,35.75757575757576,6.6000000000000005
9,-162,35.16483516483517,7.28
10,-189,32.20338983050847,7.08
11,-234,29.25531914893617,7.5200000000000005
12,-225,30.76923076923077,7.8
13,-237,27.42857142857143,7.000000000000001
14,-246,27.956989247311824,7.4399999999999995
15,-201,31.891891891891895,7.3999999999999995
16,-273,25.405405405405407,7.3999999999999995
17,-345,22.22222222222222,8.28
18,-231,29.411764705882355,7.48
19,-183,31.952662721893493,6.76
20,-180,32.758620689655174,6.959999999999999
21,-138,35.064935064935064,6.16
22,-309,24.378109452736318,8.04
23,-180,33.33333333333333,7.199999999999999
24,-255,26.775956284153008,7.32
25,-270,27.722772277227726,8.08
26,-207,30.508474576271187,7.08
27,-312,23.46938775510204,7.84
28,-258,26.881720430107524,7.4399999999999995
29,-174,32.94117647058823,6.800000000000001
30,-204,31.521739130434785,7.359999999999999
31,-252,26.666666666666668,7.199999999999999
32,-315,22.797927461139896,7.720000000000001
33,-99,39.0728476821192,6.04
34,-246,27.717391304347828,7.359999999999999
35,-153,36.0655737704918,7.32
36,-186,32.77777777777778,7.199999999999999
37,-225,30.36649214659686,7.64
38,-270,26.31578947368421,7.6
39,-318,23.232323232323232,7.920000000000001
40,-183,31.28834355828221,6.52
41,-285,24.867724867724867,7.5600000000000005
42,-195,31.213872832369944,6.92
43,-141,37.01657458563536,7.24
44,-270,27.27272727272727,7.920000000000001
45,-240,29.591836734693878,7.84
46,-270,26.804123711340207,7.76
47,-276,26.041666666666668,7.68
48,-171,33.89830508474576,7.08
49,-180,33.51648351648351,7.28
50,-183,33.14917127071823,7.24
51,-249,27.56756756756757,7.3999999999999995
52,-66,42.94871794871795,6.239999999999999
53,-132,37.35632183908046,6.959999999999999
54,-375,22.707423580786028,9.16
55,-171,33.714285714285715,7.000000000000001
56,-81,40.689655172413794,5.800000000000001
57,-156,35.714285714285715,7.28
58,-300,23.684210526315788,7.6
59,-318,23.762376237623762,8.08
60,-237,29.31937172774869,7.64
61,-279,26.153846153846157,7.8
62,-210,29.88505747126437,6.959999999999999
63,-159,35.02824858757062,7.08
64,-261,25.96685082872928,7.24
65,-225,30.36649214659686,7.64
66,-243,27.37430167597765,7.16
67,-291,25.870646766169152,8.04
68,-291,25.870646766169152,8.04
69,-291,24.60732984293194,7.64
70,-237,27.932960893854748,7.16
71,-246,28.191489361702125,7.5200000000000005
72,-288,25.510204081632654,7.84
73,-261,25.423728813559322,7.08
74,-246,28.191489361702125,7.5200000000000005
75,-363,20.19704433497537,8.12
76,-258,27.835051546391753,7.76
77,-222,28.735632183908045,6.959999999999999
78,-252,27.89473684210526,7.6
79,-87,40.88050314465409,6.36
80,-303,25.12315270935961,8.12
81,-108,39.02439024390244,6.5600000000000005
82,-240,27.77777777777778,7.199999999999999
83,-189,32.0,7.000000000000001
84,-129,37.57225433526011,6.92
85,-336,20.833333333333336,7.68
86,-237,29.949238578680205,7.88
87,-270,26.31578947368421,7.6
88,-228,28.40909090909091,7.04
89,-192,30.952380952380953,6.72
90,-117,38.036809815950924,6.52
91,-189,32.0,7.000000000000001
92,-141,35.03184713375796,6.279999999999999
93,-213,31.413612565445025,7.64
94,-201,30.409356725146196,6.84
95,-105,39.64497041420118,6.76
96,-198,31.25,7.04
97,-225,28.57142857142857,7.000000000000001
98,-222,28.735632183908045,6.959999999999999
99,-75,42.60355029585799,6.76
