,score,accuracy,pred_rate
0,189,66.49214659685863,7.64
1,183,66.31016042780749,7.48
2,72,56.25,7.68
3,180,64.56310679611651,8.24
4,102,58.673469387755105,7.84
5,186,65.19607843137256,8.16
6,201,66.66666666666666,8.04
7,243,69.7560975609756,8.200000000000001
8,144,62.903225806451616,7.4399999999999995
9,117,59.70149253731343,8.04
10,54,54.54545454545454,7.920000000000001
11,174,64.64646464646465,7.920000000000001
12,210,68.22916666666666,7.68
13,90,57.35294117647059,8.16
14,69,55.95854922279793,7.720000000000001
15,126,60.824742268041234,7.76
16,138,62.10526315789474,7.6
17,72,56.25,7.68
18,60,55.00000000000001,8.0
19,15,51.231527093596064,8.12
20,186,66.66666666666666,7.4399999999999995
21,192,66.3265306122449,7.84
22,63,55.172413793103445,8.12
23,84,56.86274509803921,8.16
24,93,57.711442786069654,8.04
25,108,58.333333333333336,8.64
26,186,65.0485436893204,8.24
27,138,61.61616161616161,7.920000000000001
28,105,58.88324873096447,7.88
29,198,67.0103092783505,7.76
30,189,65.21739130434783,8.28
31,141,61.57635467980296,8.12
32,141,61.46341463414634,8.200000000000001
33,210,68.42105263157895,7.6
34,114,59.79381443298969,7.76
35,108,59.09090909090909,7.920000000000001
36,108,58.490566037735846,8.48
37,78,56.56565656565656,7.920000000000001
38,117,60.20942408376963,7.64
39,36,53.06122448979592,7.84
40,-33,47.44186046511628,8.6
41,42,53.535353535353536,7.920000000000001
42,231,70.8108108108108,7.3999999999999995
43,93,58.1151832460733,7.64
44,141,61.92893401015228,7.88
45,147,62.69430051813472,7.720000000000001
46,195,66.83937823834198,7.720000000000001
47,165,63.81909547738693,7.960000000000001
48,99,58.549222797927456,7.720000000000001
49,144,62.121212121212125,7.920000000000001
50,63,55.38461538461539,7.8
51,141,61.57635467980296,8.12
52,117,60.0,7.8
53,141,62.17616580310881,7.720000000000001
54,102,58.673469387755105,7.84
55,69,55.778894472361806,7.960000000000001
56,99,58.730158730158735,7.5600000000000005
57,42,53.398058252427184,8.24
58,120,60.416666666666664,7.68
59,171,64.321608040201,7.960000000000001
60,78,56.70103092783505,7.76
61,108,59.09090909090909,7.920000000000001
62,162,63.23529411764706,8.16
63,186,65.65656565656566,7.920000000000001
64,90,57.49999999999999,8.0
65,183,65.17412935323384,8.04
66,63,55.172413793103445,8.12
67,210,67.85714285714286,7.84
68,102,58.333333333333336,8.16
69,90,57.14285714285714,8.4
70,129,60.80402010050251,7.960000000000001
71,156,63.13131313131313,7.920000000000001
72,102,58.5,8.0
73,138,61.5,8.0
74,123,60.73298429319372,7.64
75,117,60.20942408376963,7.64
76,165,63.681592039801,8.04
77,174,65.59139784946237,7.4399999999999995
78,168,64.43298969072166,7.76
79,96,57.99999999999999,8.0
80,156,63.541666666666664,7.68
81,147,62.82722513089005,7.64
82,87,57.286432160804026,7.960000000000001
83,201,67.5392670157068,7.64
84,126,60.29411764705882,8.16
85,105,59.25925925925925,7.5600000000000005
86,168,64.58333333333334,7.68
87,171,64.17910447761194,8.04
88,21,51.707317073170735,8.200000000000001
89,117,59.42028985507246,8.28
90,108,59.27835051546392,7.76
91,3,50.23255813953489,8.6
92,213,68.58638743455498,7.64
93,60,54.95049504950495,8.08
94,168,64.28571428571429,7.84
95,51,54.22885572139303,8.04
96,141,62.70270270270271,7.3999999999999995
97,201,66.83417085427136,7.960000000000001
98,138,61.979166666666664,7.68
99,144,62.371134020618555,7.76
