,score,accuracy,pred_rate
0,246,70.09803921568627,8.16
1,246,70.91836734693877,7.84
2,291,73.89162561576354,8.12
3,276,73.71134020618557,7.76
4,225,69.03553299492386,7.88
5,282,74.22680412371135,7.76
6,255,71.57360406091371,7.88
7,267,72.58883248730965,7.88
8,300,74.50980392156863,8.16
9,231,68.78048780487805,8.200000000000001
10,303,75.8974358974359,7.8
11,207,67.51269035532995,7.88
12,216,68.55670103092784,7.76
13,192,65.84158415841584,8.08
14,303,76.16580310880829,7.720000000000001
15,210,67.67676767676768,7.920000000000001
16,264,71.56862745098039,8.16
17,228,69.0,8.0
18,228,70.0,7.6
19,210,67.85714285714286,7.84
20,309,75.87939698492463,7.960000000000001
21,363,78.94736842105263,8.36
22,258,71.93877551020408,7.84
23,315,75.60975609756098,8.200000000000001
24,276,72.54901960784314,8.16
25,201,67.17948717948717,7.8
26,201,66.34146341463415,8.200000000000001
27,294,75.0,7.84
28,258,71.28712871287128,8.08
29,312,76.0,8.0
30,261,70.81339712918661,8.36
31,300,75.77319587628865,7.76
32,273,72.1951219512195,8.200000000000001
33,270,72.27722772277228,8.08
34,264,72.68041237113401,7.76
35,171,64.17910447761194,8.04
36,279,72.9064039408867,8.12
37,312,76.53061224489795,7.84
38,237,69.08212560386472,8.28
39,186,64.76190476190476,8.4
40,339,78.97435897435898,7.8
41,237,70.05076142131979,7.88
42,327,76.84729064039408,8.12
43,300,73.14814814814815,8.64
44,303,74.8768472906404,8.12
45,300,75.0,8.0
46,273,72.1951219512195,8.200000000000001
47,303,74.16267942583733,8.36
48,267,71.70731707317073,8.200000000000001
49,261,71.42857142857143,8.12
50,321,74.65437788018433,8.68
51,216,68.55670103092784,7.76
52,273,73.09644670050761,7.88
53,294,74.74747474747475,7.920000000000001
54,177,64.82412060301507,7.960000000000001
55,243,69.7560975609756,8.200000000000001
56,264,72.91666666666666,7.68
57,165,64.24870466321244,7.720000000000001
58,219,68.34170854271356,7.960000000000001
59,324,78.42105263157895,7.6
60,195,67.01570680628272,7.64
61,249,70.24390243902438,8.200000000000001
62,240,70.2020202020202,7.920000000000001
63,330,76.9607843137255,8.16
64,288,73.76237623762376,8.08
65,321,77.43589743589745,7.8
66,228,70.43010752688173,7.4399999999999995
67,234,69.6969696969697,7.920000000000001
68,291,73.65853658536585,8.200000000000001
69,267,71.29186602870813,8.36
70,219,66.82027649769586,8.68
71,351,78.26086956521739,8.28
72,315,74.4186046511628,8.6
73,261,71.85929648241206,7.960000000000001
74,234,68.39622641509435,8.48
75,198,67.36842105263158,7.6
76,216,68.55670103092784,7.76
77,282,73.26732673267327,8.08
78,294,74.25742574257426,8.08
79,333,77.88944723618091,7.960000000000001
80,222,68.68686868686868,7.920000000000001
81,312,76.53061224489795,7.84
82,282,72.59615384615384,8.32
83,309,73.95348837209302,8.6
84,216,68.0,8.0
85,282,73.26732673267327,8.08
86,204,67.17171717171718,7.920000000000001
87,207,68.06282722513089,7.64
88,315,74.88151658767772,8.44
89,348,78.43137254901961,8.16
90,213,66.98564593301435,8.36
91,249,70.04830917874396,8.28
92,222,68.68686868686868,7.920000000000001
93,279,73.13432835820896,8.04
94,276,72.54901960784314,8.16
95,264,72.68041237113401,7.76
96,273,73.57512953367875,7.720000000000001
97,318,76.23762376237624,8.08
98,339,77.83251231527095,8.12
99,330,78.35051546391753,7.76
